Language,Task,Strategy,Likert
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,2
Spanish,B,Strat10,5
Spanish,B,Strat1,4
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,2
Spanish,B,Strat1,2
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,5
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,2
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,5
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,3
Spanish,B,Strat2,4
Spanish,B,Strat3,3
Spanish,B,Strat4,3
Spanish,B,Strat5,4
Spanish,B,Strat6,2
Spanish,B,Strat7,4
Spanish,B,Strat8,4
Spanish,B,Strat9,2
Spanish,B,Strat10,4
Spanish,B,Strat1,2
Spanish,B,Strat2,4
Spanish,B,Strat3,4
Spanish,B,Strat4,2
Spanish,B,Strat5,4
Spanish,B,Strat6,1
Spanish,B,Strat7,4
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,3
Spanish,B,Strat1,3
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,5
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,2
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,2
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,1
Spanish,B,Strat8,4
Spanish,B,Strat9,1
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,1
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,3
Spanish,B,Strat1,3
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,5
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,2
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,5
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,3
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,3
Spanish,B,Strat4,2
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,5
Spanish,B,Strat8,4
Spanish,B,Strat9,2
Spanish,B,Strat10,3
Spanish,B,Strat1,2
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,2
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,5
Spanish,B,Strat8,4
Spanish,B,Strat9,2
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,2
Spanish,B,Strat10,2
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,2
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,5
Spanish,B,Strat8,5
Spanish,B,Strat9,5
Spanish,B,Strat10,4
Spanish,B,Strat1,3
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,3
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,3
Spanish,B,Strat8,4
Spanish,B,Strat9,3
Spanish,B,Strat10,4
Spanish,B,Strat1,2
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,4
Spanish,B,Strat8,4
Spanish,B,Strat9,1
Spanish,B,Strat10,2
Spanish,B,Strat1,4
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,3
Spanish,B,Strat5,4
Spanish,B,Strat6,2
Spanish,B,Strat7,4
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,3
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,1
Spanish,B,Strat8,4
Spanish,B,Strat9,1
Spanish,B,Strat10,2
Spanish,B,Strat1,1
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,2
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,2
Spanish,B,Strat9,2
Spanish,B,Strat10,2
Spanish,B,Strat1,1
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,2
Spanish,B,Strat8,2
Spanish,B,Strat9,1
Spanish,B,Strat10,4
Spanish,B,Strat1,3
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,5
Spanish,B,Strat7,4
Spanish,B,Strat8,3
Spanish,B,Strat9,5
Spanish,B,Strat10,5
Spanish,B,Strat1,4
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,5
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,5
Spanish,B,Strat10,5
Spanish,B,Strat1,2
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,2
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,1
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,1
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,5
Spanish,B,Strat7,1
Spanish,B,Strat8,5
Spanish,B,Strat9,5
Spanish,B,Strat10,1
Spanish,B,Strat1,2
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,5
Spanish,B,Strat8,4
Spanish,B,Strat9,2
Spanish,B,Strat10,2
Spanish,B,Strat1,5
Spanish,B,Strat2,1
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,4
Spanish,B,Strat9,2
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,3
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,4
Spanish,B,Strat6,5
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,3
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,2
Spanish,B,Strat3,5
Spanish,B,Strat4,1
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,2
Spanish,B,Strat3,3
Spanish,B,Strat4,4
Spanish,B,Strat5,4
Spanish,B,Strat6,3
Spanish,B,Strat7,4
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,1
Spanish,B,Strat3,5
Spanish,B,Strat4,3
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,5
Spanish,B,Strat1,4
Spanish,B,Strat2,1
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,1
Spanish,B,Strat8,5
Spanish,B,Strat9,1
Spanish,B,Strat10,1
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,4
Spanish,B,Strat9,5
Spanish,B,Strat10,1
Spanish,B,Strat1,4
Spanish,B,Strat2,3
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,3
Spanish,B,Strat8,4
Spanish,B,Strat9,3
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,1
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,1
Spanish,B,Strat6,1
Spanish,B,Strat7,5
Spanish,B,Strat8,1
Spanish,B,Strat9,1
Spanish,B,Strat10,3
Spanish,B,Strat1,5
Spanish,B,Strat2,1
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,1
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,5
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,4
Spanish,B,Strat4,1
Spanish,B,Strat5,4
Spanish,B,Strat6,1
Spanish,B,Strat7,2
Spanish,B,Strat8,4
Spanish,B,Strat9,2
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,2
Spanish,B,Strat1,4
Spanish,B,Strat2,4
Spanish,B,Strat3,4
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,3
Spanish,B,Strat1,3
Spanish,B,Strat2,5
Spanish,B,Strat3,4
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,3
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,5
Spanish,B,Strat1,2
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,5
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,5
Spanish,B,Strat1,3
Spanish,B,Strat2,4
Spanish,B,Strat3,2
Spanish,B,Strat4,4
Spanish,B,Strat5,3
Spanish,B,Strat6,4
Spanish,B,Strat7,2
Spanish,B,Strat8,3
Spanish,B,Strat9,4
Spanish,B,Strat10,3
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,1
Spanish,B,Strat8,5
Spanish,B,Strat9,2
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,2
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,3
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,5
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,3
Spanish,B,Strat3,3
Spanish,B,Strat4,3
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,4
Spanish,B,Strat8,4
Spanish,B,Strat9,2
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,1
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,1
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,4
Spanish,B,Strat9,1
Spanish,B,Strat10,5
Spanish,B,Strat1,3
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,3
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,5
Spanish,B,Strat8,1
Spanish,B,Strat9,3
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,4
Spanish,B,Strat6,4
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,5
Spanish,B,Strat1,4
Spanish,B,Strat2,1
Spanish,B,Strat3,4
Spanish,B,Strat4,3
Spanish,B,Strat5,4
Spanish,B,Strat6,3
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,3
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,2
Spanish,B,Strat8,4
Spanish,B,Strat9,2
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,1
Spanish,B,Strat10,3
Spanish,B,Strat1,4
Spanish,B,Strat2,1
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,5
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,2
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,3
Spanish,B,Strat8,5
Spanish,B,Strat9,2
Spanish,B,Strat10,3
Spanish,B,Strat1,4
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,3
Spanish,B,Strat7,4
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,3
Spanish,B,Strat1,4
Spanish,B,Strat2,2
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,4
Spanish,B,Strat6,3
Spanish,B,Strat7,2
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,3
Spanish,B,Strat3,5
Spanish,B,Strat4,2
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,1
Spanish,B,Strat8,4
Spanish,B,Strat9,1
Spanish,B,Strat10,2
Spanish,B,Strat1,4
Spanish,B,Strat2,3
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,3
Spanish,B,Strat10,2
Spanish,B,Strat1,1
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,1
Spanish,B,Strat8,2
Spanish,B,Strat9,1
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,4
Spanish,B,Strat6,3
Spanish,B,Strat7,3
Spanish,B,Strat8,4
Spanish,B,Strat9,5
Spanish,B,Strat10,3
Spanish,B,Strat1,5
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,5
Spanish,B,Strat7,4
Spanish,B,Strat8,4
Spanish,B,Strat9,5
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,2
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,5
Spanish,B,Strat8,5
Spanish,B,Strat9,5
Spanish,B,Strat10,5
Spanish,B,Strat1,3
Spanish,B,Strat2,5
Spanish,B,Strat3,5
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,3
Spanish,B,Strat8,4
Spanish,B,Strat9,4
Spanish,B,Strat10,4
Spanish,B,Strat1,5
Spanish,B,Strat2,4
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,1
Spanish,B,Strat7,1
Spanish,B,Strat8,5
Spanish,B,Strat9,4
Spanish,B,Strat10,5
Spanish,B,Strat1,5
Spanish,B,Strat2,2
Spanish,B,Strat3,5
Spanish,B,Strat4,5
Spanish,B,Strat5,5
Spanish,B,Strat6,4
Spanish,B,Strat7,2
Spanish,B,Strat8,5
Spanish,B,Strat9,5
Spanish,B,Strat10,4
Spanish,B,Strat1,4
Spanish,B,Strat2,4
Spanish,B,Strat3,4
Spanish,B,Strat4,4
Spanish,B,Strat5,5
Spanish,B,Strat6,2
Spanish,B,Strat7,2
